Должность,Язык программирования,Специализация,Общий опыт работы,Опыт работы на текущем месте,Зарплата в месяц,Изменение зарплаты,Город,Размер компании,Тип компании,Пол,Возраст,Образование,Еще студент,Уровень английского,Предметная область,Дата заполнения,User-Agent
Senior Software Engineer,PHP,,8,3,3300,-500,Киев,до 1000 человек,Продуктовая,m,30,Высшее,False,выше среднего,"Веб-разработка,eCommerce",22/12/2014 13:23:54,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36"
Junior Software Engineer,PHP,,1.5,1.5,1200,600,Киев,до 50 человек,Аутсорсинговая,m,24,Высшее,False,продвинутый,"Веб-разработка,Другое",22/12/2014 13:24:01,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
Senior Software Engineer,C++,,9,8,3200,300,Харьков,до 50 человек,Аутсорсинговая,m,32,Высшее,False,средний,"Desktop Applications,Мультимедиа",22/12/2014 13:24:10,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
QA engineer,,Manual QA,4,1,1500,100,Харьков,до 50 человек,Аутсорсинговая,m,26,Высшее,False,средний,iOS,22/12/2014 13:24:41,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Junior QA engineer,,Manual QA,меньше 3 месяцев,0.5,400,0,Харьков,до 50 человек,Аутсорсинговая,m,23,Два высших,False,средний,Веб-разработка,22/12/2014 13:25:12,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Software Engineer,C#/.NET,,2.5,0.5,2500,2000,Киев,до 1000 человек,Аутсорсинговая,m,26,Высшее,False,средний,Веб-разработка,22/12/2014 13:25:20,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Software Engineer,Java,,3.5,3.5,2000,0,Львов,до 50 человек,Аутсорсинговая,m,28,Высшее,False,средний,"Веб-разработка,Корпоративные системы",22/12/2014 13:26:26,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Software Engineer,C#/.NET,,3.5,2.5,2150,350,Киев,свыше 1000 человек,Аутсорсинговая,m,25,Высшее,False,выше среднего,"Веб-разработка,Финансы и банки",22/12/2014 13:26:36,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
QA engineer,,Automation QA,2,1.25,1200,400,Львов,до 200 человек,Аутсорсинговая,m,25,Высшее,False,средний,Веб-разработка,22/12/2014 13:26:50,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.38 Safari/537.36"
Senior Software Engineer,Ruby/Rails,,6,3,2000,0,Львов,до 50 человек,Аутстаффинговая,m,26,Высшее,False,ниже среднего,"Веб-разработка,eCommerce",22/12/2014 13:27:56,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Junior Software Engineer,JavaScript,,1,0.5,1500,0,Киев,до 200 человек,Аутстаффинговая,f,28,Незаконченное высшее,True,продвинутый,eCommerce,22/12/2014 13:28:07,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Junior Software Engineer,Scala,,1.25,0.75,1050,0,Одесса,до 50 человек,Аутсорсинговая,m,27,Высшее,False,выше среднего,"Веб-разработка,Корпоративные системы",22/12/2014 13:28:09,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36"
Senior Software Engineer,Objective-C,,4.5,4.5,2700,300,Днепропетровск,до 50 человек,Аутсорсинговая,m,29,Высшее,False,средний,iOS,22/12/2014 13:28:32,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/600.2.5 (KHTML, like Gecko) Version/8.0.2 Safari/600.2.5"
Senior Software Engineer,Ruby/Rails,,6,3,3500,0,Днепропетровск,до 50 человек,Продуктовая,m,26,Высшее,False,выше среднего,"Веб-разработка,Системное программирование",22/12/2014 13:28:33,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:37.0) Gecko/20100101 Firefox/37.0
Senior Software Engineer,Java,,5,меньше 3 месяцев,3500,1,Киев,до 50 человек,Аутстаффинговая,m,26,Высшее,False,средний,Android,22/12/2014 13:28:38,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:34.0) Gecko/20100101 Firefox/34.0
Junior Software Engineer,Ruby/Rails,,3.5,меньше 3 месяцев,475,0,Ивано-Франковск,свыше 1000 человек,Аутсорсинговая,m,25,Высшее,False,ниже среднего,Веб-разработка,22/12/2014 13:28:45,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Junior QA engineer,,General QA,1.25,1.25,475,100,Львов,свыше 1000 человек,Аутсорсинговая,m,23,Незаконченное высшее,False,выше среднего,Мультимедиа,22/12/2014 13:28:50,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:36.0) Gecko/20100101 Firefox/36.0
Senior Software Engineer,JavaScript,,6.5,5.5,2000,2000,Харьков,до 1000 человек,Аутсорсинговая,m,26,Высшее,False,средний,Веб-разработка,22/12/2014 13:28:52,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.45 Safari/537.36"
Project manager,,,меньше 3 месяцев,1.5,4000,0,Киев,до 10 человек,Аутстаффинговая,m,40,Высшее,False,выше среднего,eCommerce,22/12/2014 13:29:25,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36"
Software Engineer,Java,,4,1.5,3050,200,Львов,до 1000 человек,Аутсорсинговая,m,25,Два высших,False,выше среднего,Телекоммуникации,22/12/2014 13:29:27,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Software Engineer,Java,,меньше 3 месяцев,меньше 3 месяцев,2000,100,Харьков,до 50 человек,Аутсорсинговая,f,26,Высшее,False,выше среднего,Android,22/12/2014 13:29:48,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
QA engineer,,Automation QA,2.5,0.5,1400,700,Львов,до 50 человек,Продуктовая,f,28,Высшее,False,продвинутый,,22/12/2014 13:29:57,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Software Engineer,JavaScript,,2.5,меньше 3 месяцев,1615,815,Львов,до 1000 человек,Аутстаффинговая,m,22,Высшее,False,выше среднего,Веб-разработка,22/12/2014 13:30:02,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Junior Software Engineer,Java,,меньше 3 месяцев,2,200,0,Киев,до 200 человек,Продуктовая,m,22,Техникум / Колледж,False,ниже среднего,"Android,Мультимедиа",22/12/2014 13:30:08,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:34.0) Gecko/20100101 Firefox/34.0
Senior Software Engineer,C++,,10 и более лет,0.75,3800,300,Киев,до 200 человек,Продуктовая,m,34,Высшее,False,выше среднего,Gamedev,22/12/2014 13:30:14,"Mozilla/5.0 (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Mobile/11D167"
Senior Software Engineer,C#/.NET,,5,5,3800,1000,Киев,свыше 1000 человек,Аутсорсинговая,m,27,Высшее,False,средний,Веб-разработка,22/12/2014 13:30:20,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Software Engineer,PHP,,меньше 3 месяцев,меньше 3 месяцев,2500,200,Киев,до 200 человек,Аутстаффинговая,m,27,Высшее,False,средний,"Веб-разработка,Gamedev",22/12/2014 13:30:29,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36"
Junior Software Engineer,C#/.NET,,0.5,0.5,600,0,Киев,до 10 человек,Продуктовая,m,21,Незаконченное высшее,True,средний,Веб-разработка,22/12/2014 13:30:37,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Senior Software Engineer,Python,,8,меньше 3 месяцев,4100,100,Киев,до 10 человек,Аутстаффинговая,m,26,Высшее,False,средний,Веб-разработка,22/12/2014 13:30:42,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Software Engineer,Scala,,1,0.5,3500,-300,Киев,свыше 1000 человек,Аутсорсинговая,m,25,Высшее,False,выше среднего,Веб-разработка,22/12/2014 13:30:50,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
DevOps,,,10 и более лет,0.25,3000,-300,Львов,до 1000 человек,Аутсорсинговая,m,33,Незаконченное высшее,False,средний,Корпоративные системы,22/12/2014 13:31:10,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:34.0) Gecko/20100101 Firefox/34.0
Team lead,,,10 и более лет,4,4250,200,Харьков,до 200 человек,Аутстаффинговая,m,30,Высшее,False,выше среднего,"Телекоммуникации,Корпоративные системы",22/12/2014 13:31:11,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Software Engineer,C#/.NET,,4,3,2600,700,Днепропетровск,до 50 человек,Аутсорсинговая,m,25,Высшее,False,средний,"Desktop Applications,Веб-разработка",22/12/2014 13:31:23,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Software Engineer,Objective-C,,2.5,1.5,1500,500,Львов,до 200 человек,Аутстаффинговая,m,23,Два высших,False,продвинутый,"Android,iOS",22/12/2014 13:31:37,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/600.2.5 (KHTML, like Gecko) Version/8.0.2 Safari/600.2.5"
Junior Software Engineer,PHP,,1.25,1.25,600,0,Харьков,до 1000 человек,Аутсорсинговая,m,24,Высшее,False,выше среднего,Веб-разработка,22/12/2014 13:31:41,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Software Engineer,Java,,2,1.5,1100,200,Харьков,до 1000 человек,Аутсорсинговая,m,23,Высшее,False,средний,"Веб-разработка,Финансы и банки",22/12/2014 13:31:46,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
QA engineer,,Automation QA,7,меньше 3 месяцев,1000,-600,Киев,до 200 человек,Другая,m,38,Высшее,False,ниже среднего,Другое,22/12/2014 13:31:56,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
QA engineer,,Automation QA,1.5,1.5,300,50,Сумы,до 1000 человек,Продуктовая,m,22,Высшее,False,элементарный,"Телекоммуникации,Корпоративные системы",22/12/2014 13:32:46,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Senior Software Engineer,Java,,8,меньше 3 месяцев,3066,566,Другой,до 10 человек,Продуктовая,m,30,Высшее,False,средний,Android,22/12/2014 13:33:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Senior Software Engineer,JavaScript,,8,3,2300,200,Киев,до 200 человек,Аутстаффинговая,m,29,Незаконченное высшее,False,продвинутый,Веб-разработка,22/12/2014 13:33:01,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36"
Support,,,6,5,500,-500,Винница,до 10 человек,Другая,m,28,Высшее,False,ниже среднего,"Android,Корпоративные системы",22/12/2014 13:33:03,"Mozilla/5.0 (Windows NT 5.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Senior Software Engineer,PHP,,6,3,1800,0,Днепропетровск,до 10 человек,Другая,m,31,Высшее,False,ниже среднего,Gamedev,22/12/2014 13:33:08,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2253.2 Safari/537.36"
System Architect,JavaScript,,6.5,2,5500,500,Киев,до 10 человек,Продуктовая,m,26,Высшее,False,выше среднего,"Embedded,Корпоративные системы",22/12/2014 13:33:12,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/600.2.5 (KHTML, like Gecko) Version/8.0.2 Safari/600.2.5"
Director of Engineering / Program Director,,,7,1.25,5000,0,Киев,до 50 человек,Стартап,m,32,Высшее,False,выше среднего,Веб-разработка,22/12/2014 13:33:23,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 YaBrowser/14.10.2062.12542 Safari/537.36"
Senior Software Engineer,JavaScript,,4,1.5,3000,500,Киев,до 10 человек,Аутсорсинговая,m,25,Незаконченное высшее,False,выше среднего,Веб-разработка,22/12/2014 13:33:30,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Junior Software Engineer,Java,,меньше 3 месяцев,меньше 3 месяцев,800,0,Киев,до 1000 человек,Продуктовая,m,30,Высшее,False,средний,"Android,Gamedev",22/12/2014 13:33:44,Mozilla/5.0 (Windows NT 6.1; rv:34.0) Gecko/20100101 Firefox/34.0
Software Engineer,Python,,2.5,2.5,720,120,Киев,до 1000 человек,Продуктовая,m,25,Высшее,False,средний,"Корпоративные системы,Другое",22/12/2014 13:33:46,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
QA Tech Lead,,General QA,9.5,9.5,3325,0,Харьков,до 1000 человек,Аутсорсинговая,m,32,Высшее,False,средний,,22/12/2014 13:33:51,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0
QA engineer,,General QA,4,2.5,1500,300,Харьков,до 50 человек,Аутсорсинговая,m,36,Высшее,False,средний,"Веб-разработка,Корпоративные системы",22/12/2014 13:33:52,Mozilla/5.0 (Windows NT 6.1; rv:34.0) Gecko/20100101 Firefox/34.0
Project manager,,,10 и более лет,10 и более лет,3200,200,Киев,до 50 человек,Аутсорсинговая,m,30,Высшее,False,выше среднего,"Desktop Applications,Веб-разработка",22/12/2014 13:34:02,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Software Engineer,Objective-C,,2,0.5,2500,500,Харьков,до 200 человек,Аутстаффинговая,m,20,Незаконченное высшее,True,средний,iOS,22/12/2014 13:34:06,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Technical Lead,PHP,,4,1,4000,500,Киев,до 50 человек,Продуктовая,m,24,Незаконченное высшее,False,продвинутый,Веб-разработка,22/12/2014 13:34:10,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/39.0.2171.65 Chrome/39.0.2171.65 Safari/537.36"
Software Engineer,Python,,2.5,2.5,900,200,Харьков,до 50 человек,Аутсорсинговая,m,24,Высшее,False,ниже среднего,Веб-разработка,22/12/2014 13:34:20,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/39.0.2171.65 Chrome/39.0.2171.65 Safari/537.36"
Project manager,,,2,2,1150,400,Николаев,до 1000 человек,Аутсорсинговая,m,24,Высшее,False,выше среднего,"Android,iOS",22/12/2014 13:34:52,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Junior QA engineer,,Manual QA,1,0.5,800,300,Киев,до 200 человек,Продуктовая,m,25,Высшее,False,выше среднего,Веб-разработка,22/12/2014 13:35:00,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Software Engineer,C++,,2.5,1.75,1710,190,Киев,свыше 1000 человек,Аутсорсинговая,m,27,Высшее,False,выше среднего,Финансы и банки,22/12/2014 13:35:03,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11"
Software Engineer,Python,,2.5,2.5,1500,0,Львов,до 10 человек,Аутсорсинговая,m,29,Высшее,False,выше среднего,Веб-разработка,22/12/2014 13:35:19,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Software Engineer,C#/.NET,,1.5,меньше 3 месяцев,1500,800,Львов,до 1000 человек,Продуктовая,m,24,Высшее,False,продвинутый,"Корпоративные системы,Другое",22/12/2014 13:35:20,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Team lead,,,6,4,2800,400,Киев,до 200 человек,Аутсорсинговая,m,26,Техникум / Колледж,False,средний,"Веб-разработка,eCommerce",22/12/2014 13:35:37,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Senior Software Engineer,Java,,5.5,0.25,3000,1000,Киев,до 200 человек,Продуктовая,m,25,Высшее,False,выше среднего,Другое,22/12/2014 13:35:48,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2236.0 Safari/537.36 OPR/28.0.1719.0 (Edition developer)"
Software Engineer,Java,,6.5,4.5,3200,0,Киев,свыше 1000 человек,Аутсорсинговая,m,28,Высшее,False,средний,"Веб-разработка,eCommerce",22/12/2014 13:35:50,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:33.0) Gecko/20100101 Firefox/33.0
Technical Lead,JavaScript,,6,0.25,4000,1200,Киев,до 10 человек,Продуктовая,m,31,Среднее,False,выше среднего,"Desktop Applications,Веб-разработка",22/12/2014 13:36:12,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Senior QA engineer,,Manual QA,4,4,1750,250,Львов,свыше 1000 человек,Аутсорсинговая,m,25,Высшее,False,выше среднего,"Веб-разработка,Другое",22/12/2014 13:36:12,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0
Project manager,,,3,1,2400,150,Харьков,до 1000 человек,Аутсорсинговая,m,25,Высшее,False,выше среднего,Веб-разработка,22/12/2014 13:36:15,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Technical Lead,Java,,7,5,3400,0,Киев,до 50 человек,Продуктовая,m,33,Высшее,False,выше среднего,Веб-разработка,22/12/2014 13:36:17,Opera/9.80 (Windows NT 6.1; Win64; x64) Presto/2.12.388 Version/12.17
Software Engineer,Java,,4,4,2000,0,Киев,до 1000 человек,Аутсорсинговая,m,27,Высшее,False,выше среднего,eCommerce,22/12/2014 13:36:21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
HR,,,4.5,4.5,1000,0,Харьков,до 200 человек,Аутсорсинговая,f,28,Высшее,False,выше среднего,Веб-разработка,22/12/2014 13:36:22,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Junior Software Engineer,C,,1,2,750,100,Харьков,свыше 1000 человек,Аутсорсинговая,m,26,Высшее,False,средний,Embedded,22/12/2014 13:36:29,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:33.0) Gecko/20100101 Firefox/33.0
QA Tech Lead,,Manual QA,4.5,2,2100,350,Киев,до 1000 человек,Продуктовая,f,29,Высшее,False,средний,Gamedev,22/12/2014 13:37:04,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0
System Architect,JavaScript,,6,0.5,5000,0,Киев,до 50 человек,Аутстаффинговая,m,33,Высшее,False,продвинутый,Веб-разработка,22/12/2014 13:37:27,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
Senior Software Engineer,Objective-C,,меньше 3 месяцев,меньше 3 месяцев,4000,0,Киев,до 1000 человек,Аутсорсинговая,m,29,Высшее,False,выше среднего,iOS,22/12/2014 13:37:28,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B411 [FBAN/FBIOS;FBAV/20.1.0.15.10;FBBV/5758778;FBDV/iPhone6,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/8.1;FBSS/2; FBCR/Kyivstar;FBID/phone;FBLC/en_US;FBOP/5]"
Software Engineer,Java,,2,меньше 3 месяцев,1600,-200,Другой,до 200 человек,Продуктовая,m,24,Незаконченное высшее,True,средний,"Телекоммуникации,Финансы и банки",22/12/2014 13:37:35,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
