"X","Возраст","Пол","Должность","Образование","Язык.программирования","Индустрия","Предметная.область","Доп..специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Средняя.зарплата.в.месяц","Валюта","Годовые.премии.и.бонусы","Валюта.1","Размер.компании","Город","Уровень.английского","Дата.заполнения","User.Agent","exp","loc","salary","cls"
"11",NA,24,"m","Software Engineer","Незаконченное высшее","PHP","Аутсорсинг","Веб-разработка","","6","1.75",1300,"d",0,"d","до 10 человек","Львов","элементарный","10/05/2011 11:39:23","Mozilla/5.0 (Windows NT 5.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1 FirePHP/0.5",6,"Львов",1300,"DEV"
"12",NA,18,"m","Системный администратор","Незаконченное высшее","","ИТ-подразделение","Веб-разработка","","меньше 3 месяцев","1.5",350,"d",0,"d","до 10 человек","Симферополь","ниже среднего","10/05/2011 11:39:29","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24",0,"other",350,"ADM"
"13",NA,24,"m","Software Engineer","Высшее","C#/.NET","Аутсорсинг","Корпоративные системы","","4.5","0.25",2000,"d",0,"d","до 50 человек","Киев","выше среднего","10/05/2011 11:39:37","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.60 Safari/534.24",4.5,"Киев",2000,"DEV"
"14",NA,27,"m","Technical Lead","Высшее","Java","Аутсорсинг","Корпоративные системы","","7.5","0.75",3600,"d",0,"d","до 200 человек","Киев","продвинутый","10/05/2011 11:39:41","Mozilla/5.0 (Windows NT 5.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1",7.5,"Киев",3600,"SDEV"
"15",NA,25,"m","Junior Software Engineer","Высшее","C#/.NET","Аутсорсинг","Корпоративные системы","","1.75","1",800,"d",0,"d","до 1000 человек","Львов","ниже среднего","10/05/2011 11:40:05","Opera/9.80 (Windows NT 5.1; U; Opera Next; en) Presto/2.8.131 Version/11.50",1.75,"Львов",800,"DEV"
"16",NA,24,"m","Software Engineer","Высшее","PHP","Разработка ПО","Веб-разработка","","4","0.5",1000,"d",0,"d","до 10 человек","Киев","средний","10/05/2011 11:40:06","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:2.0.1) Gecko/20100101 Firefox/4.0.1",4,"Киев",1000,"DEV"
"17",NA,29,"m","Senior Software Engineer","Высшее","Python","Разработка ПО","Веб-разработка","","3","2",2000,"d",0,"d","до 50 человек","Николаев","выше среднего","10/05/2011 11:40:13","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.30 Safari/534.30",3,"other",2000,"DEV"
"18",NA,27,"m","Senior Software Engineer","Высшее","Java","Аутсорсинг","Финансы и банки","","5","4",1500,"d",0,"d","до 50 человек","Днепр.","выше среднего","10/05/2011 11:40:32","Mozilla/5.0 (Windows NT 5.2) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24",5,"Днепр.",1500,"DEV"
"19",NA,26,"m","Software Engineer","Высшее","Java","Аутсорсинг","Android","","3.5","0.75",14000,"h",0,"d","до 1000 человек","Киев","выше среднего","10/05/2011 11:40:46","Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.204 Safari/534.16",3.5,"Киев",1750,"DEV"
"20",NA,25,"m","Senior Software Engineer","Высшее","C#/.NET","Аутсорсинг","Веб-разработка","","5","меньше 3 месяцев",2000,"d",0,"d","до 10 человек","Севастополь","средний","10/05/2011 11:40:46","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24",5,"other",2000,"DEV"
"21",NA,22,"m","Software Engineer","Высшее","Ruby/Rails","Аутсорсинг","Веб-разработка","","2.5","1.75",600,"d",0,"d","до 200 человек","Харьков","средний","10/05/2011 11:40:52","Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.204 Safari/534.16",2.5,"Харьков",600,"DEV"
"22",NA,25,"m","Software Engineer","Высшее","C#/.NET","Аутсорсинг","Корпоративные системы","","3","3",1300,"d",0,"d","до 10 человек","Николаев","средний","10/05/2011 11:40:54","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:2.0.1) Gecko/20100101 Firefox/4.0.1",3,"other",1300,"DEV"
"23",NA,27,"m","Software Engineer","Высшее","Java","Аутсорсинг","Корпоративные системы","","4","4",1200,"d",300,"d","до 200 человек","Симферополь","средний","10/05/2011 11:41:01","Mozilla/5.0 (Windows NT 5.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1",4,"other",1200,"DEV"
"24",NA,28,"m","Software Engineer","Высшее","Objective-C","Аутсорсинг","iOS","","3","5",1800,"d",200,"d","до 10 человек","Черновцы","элементарный","10/05/2011 11:41:12","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24",3,"other",1800,"DEV"
"25",NA,27,"f","Senior QA engineer","Высшее","","Аутсорсинг","Веб-разработка","Manual QA","3","1.25",1500,"d",0,"d","до 100 человек","Киев","средний","10/05/2011 11:41:20","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.60 Safari/534.24",3,"Киев",1500,"QA"
"26",NA,26,"m","Верстальщик","Высшее","","Аутсорсинг","Веб-разработка","","4","2.5",1100,"d",200,"d","до 100 человек","Харьков","средний","10/05/2011 11:41:30","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:2.0.1) Gecko/20100101 Firefox/4.0.1",4,"Харьков",1100,""
"27",NA,28,"m","Senior Software Engineer","Высшее","PHP","Аутсорсинг","Веб-разработка","","5","3",2400,"d",300,"d","до 10 человек","Ивано-Франковск","средний","10/05/2011 11:41:40","Opera/9.80 (X11; Linux i686; U; uk) Presto/2.8.131 Version/11.10",5,"other",2400,"DEV"
"28",NA,20,"m","Junior Software Engineer","Незаконченное высшее","C++","Аутсорсинг","Встраиваемые системы / Embedded","","1","0.5",700,"d",0,"d","до 200 человек","Одесса","выше среднего","10/05/2011 11:41:52","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24",1,"other",700,"DEV"
"29",NA,27,"m","Senior Software Engineer","Незаконченное высшее","Java","Аутсорсинг","Веб-разработка","","10 и более лет","1.5",1700,"d",0,"d","до 100 человек","Днепр.","средний","10/05/2011 11:41:58","Mozilla/5.0 (Windows NT 5.2) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.12 Safari/534.30",10,"Днепр.",1700,"DEV"
"30",NA,26,"m","Software Engineer","Высшее","C++","Аутсорсинг","Корпоративные системы","","5","0.75",1500,"d",0,"d","до 200 человек","Одесса","выше среднего","10/05/2011 11:42:23","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:2.0.1) Gecko/20100101 Firefox/4.0.1",5,"other",1500,"DEV"
"31",NA,28,"m","Senior Software Engineer","Высшее","Java","Аутсорсинг","Корпоративные системы","","6","3",2700,"d",1000,"d","до 1000 человек","Киев","средний","10/05/2011 11:42:24","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:2.0.1) Gecko/20100101 Firefox/4.0.1",6,"Киев",2700,"DEV"
"32",NA,NA,"m","Дизайнер","Среднее","","Заказная разработка","Веб-разработка","","4","меньше 3 месяцев",1400,"d",0,"d","до 10 человек","Львов","ниже среднего","10/05/2011 11:42:26","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24",4,"Львов",1400,""
"33",NA,23,"m","Software Engineer","Высшее","Java","Разработка ПО","Веб-разработка","","4","3",2300,"d",0,"d","до 50 человек","Киев","ниже среднего","10/05/2011 11:43:02","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24",4,"Киев",2300,"DEV"
"34",NA,21,"m","Software Engineer","Незаконченное высшее","PHP","Аутсорсинг","Веб-разработка","","3.5","1",1400,"d",0,"d","до 10 человек","Винница","средний","10/05/2011 11:43:03","Mozilla/5.0 (X11; U; Linux i686; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Ubuntu/10.04 Chromium/10.0.648.205 Chrome/10.0.648.205 Safari/534.16",3.5,"other",1400,"DEV"
"35",NA,35,"m","Technical Lead","Высшее","PHP","Аутсорсинг","Веб-разработка","","5","2",1400,"d",100,"d","до 10 человек","Киев","средний","10/05/2011 11:43:14","Mozilla/5.0 (Windows NT 5.2; rv:2.0.1) Gecko/20100101 Firefox/4.0.1",5,"Киев",1400,"SDEV"
"36",NA,24,"m","Software Engineer","Незаконченное высшее","C#/.NET","Аутсорсинг","Веб-разработка","","1.5","меньше 3 месяцев",1400,"d",0,"d","до 200 человек","Львов","выше среднего","10/05/2011 11:43:16","Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.204 Safari/534.16",1.5,"Львов",1400,"DEV"
"37",NA,17,"m","Senior Software Engineer","Среднее","Python","Аутсорсинг","Веб-разработка","","2","меньше 3 месяцев",3000,"d",0,"d","до 10 человек","Харьков","средний","10/05/2011 11:43:23","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24",2,"Харьков",3000,"DEV"
"38",NA,26,"m","Senior Software Engineer","Высшее","C++","Аутсорсинг","Корпоративные системы","","5.5","0.5",2500,"d",0,"d","до 200 человек","Киев","средний","10/05/2011 11:43:35","Mozilla/5.0 (Windows NT 5.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1",5.5,"Киев",2500,"DEV"
"39",NA,22,"m","Project manager","Незаконченное высшее","","Разработка ПО","Веб-разработка","","меньше 3 месяцев","меньше 3 месяцев",1500,"d",0,"d","до 10 человек","Харьков","средний","10/05/2011 11:44:13","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.30 Safari/534.30",0,"Харьков",1500,"PM"
"40",NA,25,"m","Software Engineer","Высшее","Objective-C","Аутсорсинг","iOS","","2.5","0.25",1400,"d",0,"d","до 1000 человек","Львов","ниже среднего","10/05/2011 11:44:21","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24",2.5,"Львов",1400,"DEV"
"41",NA,39,"m","Senior Software Engineer","Незаконченное высшее","Java","Разработка ПО","Корпоративные системы","","5","1",1500,"d",0,"d","до 10 человек","Одесса","средний","10/05/2011 11:44:24","Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.57 Safari/534.24",5,"other",1500,"DEV"
"42",NA,31,"m","Software Engineer","Высшее","Java","Аутсорсинг","Веб-разработка","","4","1.5",1700,"d",0,"d","до 1000 человек","Львов","выше среднего","10/05/2011 11:44:26","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Ubuntu/11.04 Chromium/11.0.696.57 Chrome/11.0.696.57 Safari/534.24",4,"Львов",1700,"DEV"
"43",NA,27,"m","Software Engineer","Высшее","PHP","Разработка ПО","Веб-разработка","","6","0.75",1300,"d",0,"d","до 10 человек","Черновцы","выше среднего","10/05/2011 11:44:31","Mozilla/5.0 (Windows NT 6.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1",6,"other",1300,"DEV"
"44",NA,27,"m","Software Engineer","Высшее","Java","Аутсорсинг","Корпоративные системы","","8","7",2000,"d",0,"d","до 200 человек","Одесса","выше среднего","10/05/2011 11:44:45","Mozilla/5.0 (Windows NT 5.2; rv:2.0.1) Gecko/20100101 Firefox/4.0.1",8,"other",2000,"DEV"
"45",NA,29,"m","Director of Engineering / Program Director","Высшее","","Разработка ПО","Веб-разработка","","7","0.5",3500,"d",0,"d","до 50 человек","Киев","средний","10/05/2011 11:44:47","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.60 Safari/534.24",7,"Киев",3500,"SPM"
"46",NA,25,"m","Project manager","Высшее","","Аутсорсинг","Веб-разработка","","1","1",800,"d",500,"d","до 50 человек","Черновцы","выше среднего","10/05/2011 11:45:00","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.60 Safari/534.24",1,"other",800,"PM"
"47",NA,24,"m","Project manager","Незаконченное высшее","","Заказная разработка","Корпоративные системы","","5","2",1500,"d",0,"d","до 10 человек","Киев","ниже среднего","10/05/2011 11:45:10","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24",5,"Киев",1500,"PM"
"48",NA,28,"m","Project manager","Высшее","","Аутсорсинг","Корпоративные системы","","10 и более лет","5",3000,"d",6000,"d","до 1000 человек","Днепр.","продвинутый","10/05/2011 11:45:14","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24",10,"Днепр.",3000,"PM"
"49",NA,30,"m","Software Engineer","Высшее","C++","Разработка ПО","Телекоммуникации","","7","4.5",1500,"d",500,"d","до 10 человек","Черновцы","средний","10/05/2011 11:45:15","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.60 Safari/534.24",7,"other",1500,"DEV"
"50",NA,26,"m","Team lead","Высшее","","Аутсорсинг","Корпоративные системы","","3.5","3.5",2400,"d",0,"d","до 50 человек","Харьков","средний","10/05/2011 11:45:58","Mozilla/5.0 (Windows NT 5.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1",3.5,"Харьков",2400,"PM"
"51",NA,25,"m","Software Engineer","Высшее","C++","Аутсорсинг","Встраиваемые системы / Embedded","","1.25","0.25",1000,"d",3000,"d","до 10 человек","Черновцы","средний","10/05/2011 11:46:06","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24",1.25,"other",1000,"DEV"
"52",NA,27,"m","Software Engineer","Незаконченное высшее","Flex/Flash/AIR","Заказная разработка","Веб-разработка","","7","1",1500,"d",0,"d","до 10 человек","Киев","средний","10/05/2011 11:46:40","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24",7,"Киев",1500,"DEV"
"53",NA,29,"m","Дизайнер","Высшее","","Аутсорсинг","Веб-разработка","","6","1",1500,"d",0,"d","до 10 человек","Харьков","выше среднего","10/05/2011 11:47:05","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.57 Safari/534.24",6,"Харьков",1500,""
"54",NA,25,"m","Senior Software Engineer","Высшее","C#/.NET","Аутсорсинг","Корпоративные системы","","3","меньше 3 месяцев",2000,"d",0,"d","до 1000 человек","Киев","продвинутый","10/05/2011 11:47:47","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:2.0.1) Gecko/20100101 Firefox/4.0.1",3,"Киев",2000,"DEV"
"55",NA,30,"m","Technical Lead","Высшее","Java","Аутсорсинг","Корпоративные системы","","7","4",3500,"d",0,"d","до 100 человек","Киев","средний","10/05/2011 11:47:47","Opera/9.80 (X11; Linux i686; U; en) Presto/2.8.131 Version/11.10",7,"Киев",3500,"SDEV"
"56",NA,24,"m","Software Engineer","Высшее","Java","Заказная разработка","Корпоративные системы","","3","1.25",3400,"h",0,"d","до 50 человек","Луганск","средний","10/05/2011 11:48:13","Opera/9.80 (X11; Linux i686; U; Opera Next; ru) Presto/2.8.131 Version/11.50",3,"other",425,"DEV"
"57",NA,35,"m","Системный администратор","Незаконченное высшее","","ИТ-подразделение","Корпоративные системы","","7","5",375,"d",0,"d","до 10 человек","Киев","ниже среднего","10/05/2011 11:48:20","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24",7,"Киев",375,"ADM"
"58",NA,21,"m","Software Engineer","Высшее","Objective-C","Аутсорсинг","iOS","","0.75","1.25",800,"d",0,"d","до 50 человек","Львов","средний","10/05/2011 11:48:21","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.57 Safari/534.24",0.75,"Львов",800,"DEV"
"59",NA,19,"m","Junior Software Engineer","Незаконченное высшее","Java","Аутсорсинг","Веб-разработка","","0.75","0.75",666,"d",0,"d","до 200 человек","Львов","выше среднего","10/05/2011 11:48:39","Mozilla/5.0 (Windows NT 5.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1",0.75,"Львов",666,"DEV"
"60",NA,23,"m","Senior Software Engineer","Высшее","C#/.NET","Аутсорсинг","Веб-разработка","","4.5","4.5",760,"d",2400,"d","до 200 человек","Винница","ниже среднего","10/05/2011 11:48:47","Opera/9.80 (Windows NT 5.1; U; ru) Presto/2.8.131 Version/11.10",4.5,"other",760,"DEV"
"61",NA,29,"m","Senior Software Engineer","Высшее","PHP","ИТ-подразделение","Веб-разработка","","5.5","2",10000,"h",0,"d","до 10 человек","Киев","элементарный","10/05/2011 11:48:48","Mozilla/5.0 (X11; Linux i686; rv:2.0.1) Gecko/20100101 Firefox/4.0.1",5.5,"Киев",1250,"DEV"
"62",NA,29,"m","Senior Software Engineer","Высшее","C#/.NET","Разработка ПО","Телекоммуникации","","10 и более лет","7",900,"d",0,"d","до 10 человек","Донецк","ниже среднего","10/05/2011 11:48:50","Mozilla/5.0 (Windows NT 6.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1",10,"other",900,"DEV"
"63",NA,24,"m","Software Engineer","Высшее","C++","Разработка ПО","Финансы и банки","","4","0.5",2000,"d",0,"d","до 100 человек","Киев","средний","10/05/2011 11:48:50","Mozilla/5.0 (Windows NT 5.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1",4,"Киев",2000,"DEV"
"64",NA,24,"m","Software Engineer","Высшее","Java","Аутсорсинг","Android","","0.75","меньше 3 месяцев",1600,"d",0,"d","до 50 человек","Одесса","ниже среднего","10/05/2011 11:49:38","Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.57 Safari/534.24",0.75,"other",1600,"DEV"
"65",NA,24,"m","Technical Lead","Высшее","C#/.NET","Аутсорсинг","Корпоративные системы","","3.5","3.5",2200,"d",2000,"d","до 200 человек","Львов","выше среднего","10/05/2011 11:49:40","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:2.0.1) Gecko/20100101 Firefox/4.0.1",3.5,"Львов",2200,"SDEV"
"66",NA,23,"m","Software Engineer","Незаконченное высшее","Python","Аутсорсинг","Веб-разработка","","5","2.5",1400,"d",0,"d","до 50 человек","Киев","выше среднего","10/05/2011 11:49:48","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24",5,"Киев",1400,"DEV"
"67",NA,30,"m","Senior Project Manager / Program Manager","Высшее","","Аутсорсинг","Веб-разработка","","3","3",500,"d",0,"d","до 10 человек","Полтава","выше среднего","10/05/2011 11:50:08","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24",3,"other",500,"SPM"
"68",NA,22,"m","Junior Software Engineer","Высшее","Java","Разработка ПО","Телекоммуникации","","2","2",7000,"h",5000,"h","до 200 человек","Киев","средний","10/05/2011 11:50:11","Opera/9.80 (Windows NT 5.1; U; en) Presto/2.8.131 Version/11.10",2,"Киев",875,"DEV"
"69",NA,27,"m","Junior Software Engineer","Высшее","Flex/Flash/AIR","Заказная разработка","Веб-разработка","","0.5","меньше 3 месяцев",6000,"h",0,"d","до 10 человек","Киев","выше среднего","10/05/2011 11:50:43","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24",0.5,"Киев",750,"DEV"
"70",NA,28,"m","Senior Software Engineer","Высшее","C++","Аутсорсинг","Корпоративные системы","","5","3",2750,"d",0,"d","до 10 человек","Днепр.","выше среднего","10/05/2011 11:51:07","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:2.0.1) Gecko/20100101 Firefox/4.0.1",5,"Днепр.",2750,"DEV"
"71",NA,23,"m","Technical Lead","Незаконченное высшее","Objective-C","Аутсорсинг","iOS","","2","1.75",2000,"d",0,"d","до 100 человек","Днепр.","ниже среднего","10/05/2011 11:51:55","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24",2,"Днепр.",2000,"SDEV"
"72",NA,30,"m","Senior Software Engineer","Высшее","C++","Аутсорсинг","Встраиваемые системы / Embedded","","7","1.25",1900,"d",0,"d","до 200 человек","Киев","средний","10/05/2011 11:52:36","Mozilla/5.0 (Windows NT 5.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1",7,"Киев",1900,"DEV"
"73",NA,26,"m","Software Engineer","Высшее","PHP","Аутсорсинг","Веб-разработка","","1.5","1",1800,"d",0,"d","до 50 человек","Киев","средний","10/05/2011 11:52:56","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.60 Safari/534.24",1.5,"Киев",1800,"DEV"
"74",NA,24,"m","Software Engineer","Высшее","Delphi","Разработка ПО","Телекоммуникации","","5.5","2.5",700,"d",50,"d","до 10 человек","Запорожье","выше среднего","10/05/2011 11:53:17","Mozilla/5.0 (Windows NT 5.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1",5.5,"other",700,"DEV"
"75",NA,25,"m","Team lead","Высшее","","Аутсорсинг","Корпоративные системы","","4","1.5",2500,"d",0,"d","до 10 человек","Киев","продвинутый","10/05/2011 11:53:41","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.60 Safari/534.24",4,"Киев",2500,"PM"
"76",NA,26,"m","Software Engineer","Незаконченное высшее","C#/.NET","Аутсорсинг","Корпоративные системы","","6","0.5",1800,"d",0,"d","до 200 человек","Львов","средний","10/05/2011 11:53:58","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.60 Safari/534.24",6,"Львов",1800,"DEV"
"77",NA,24,"m","Системный администратор","Высшее","","Аутсорсинг","Корпоративные системы","","1","0.5",600,"d",600,"d","до 1000 человек","Ивано-Франковск","средний","10/05/2011 11:54:26","Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.205 Safari/534.16",1,"other",600,"ADM"
"78",NA,25,"m","Technical Lead","Высшее","Ruby/Rails","Аутсорсинг","Корпоративные системы","","6","1.5",2000,"d",0,"d","до 10 человек","Харьков","выше среднего","10/05/2011 11:54:55","Mozilla/5.0 (X11; U; Linux i686; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.205 Safari/534.16",6,"Харьков",2000,"SDEV"
"79",NA,24,"m","Software Engineer","Высшее","C++","Аутсорсинг","Корпоративные системы","","3","1",900,"d",0,"d","до 1000 человек","Черновцы","выше среднего","10/05/2011 11:55:04","Opera/9.80 (Windows NT 6.1; U; ru) Presto/2.5.24 Version/10.52",3,"other",900,"DEV"
