"","X","Возраст","Пол","Должность","Образование","Язык.программирования","Индустрия","Предметная.область","Доп..специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Средняя.зарплата.в.месяц","Валюта","Годовые.премии.и.бонусы","Валюта.1","Размер.компании","Город","Уровень.английского","Дата.заполнения","User.Agent","exp","loc","salary","cls"
"65",NA,27,"m","Team lead","Высшее","","Нету",NA,"","7","меньше 3 месяцев",4000,"d",0,"d","до 1000 человек","Киев","продвинутый","13/12/2011 13:51:57","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7",7,"Киев",4000,"PM"
"66",NA,23,"m","Software Engineer","Высшее","Objective-C","Нету",NA,"","1.25","меньше 3 месяцев",2000,"d",0,"d","до 10 человек","Киев","выше среднего","13/12/2011 13:52:23","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/534.52.7 (KHTML, like Gecko) Version/5.1.2 Safari/534.52.7",1.25,"Киев",2000,"DEV"
"67",NA,24,"m","Junior Software Engineer","Высшее","Java","Нету",NA,"","2","0.5",3600,"h",0,"d","до 50 человек","Чернигов","продвинутый","13/12/2011 13:52:26","Mozilla/5.0 (Ubuntu; X11; Linux i686; rv:8.0) Gecko/20100101 Firefox/8.0",2,"other",450,"DEV"
"68",NA,23,"m","Системный администратор","Высшее","","Нету",NA,"","5","меньше 3 месяцев",1500,"d",0,"d","до 50 человек","Днепр.","ниже среднего","13/12/2011 13:52:32","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",5,"Днепр.",1500,"ADM"
"69",NA,25,"m","Software Engineer","Высшее","C#/.NET","Нету",NA,"","3","1.75",1300,"d",0,"d","до 100 человек","Харьков","выше среднего","13/12/2011 13:53:01","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0",3,"Харьков",1300,"DEV"
"70",NA,36,"m","Team lead","Высшее","","Нету",NA,"","10 и более лет","3.5",2900,"d",1500,"d","до 50 человек","Одесса","продвинутый","13/12/2011 13:53:19","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.2 Safari/535.11",10,"other",2900,"PM"
"71",NA,26,"m","Software Engineer","Незаконченное высшее","C#/.NET","Нету",NA,"","6.5","1",2000,"d",0,"d","до 1000 человек","Львов","средний","13/12/2011 13:53:22","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",6.5,"Львов",2000,"DEV"
"72",NA,26,"m","Senior Software Engineer","Высшее","JavaScript","Нету",NA,"","меньше 3 месяцев","5",4000,"d",0,"d","до 10 человек","Киев","выше среднего","13/12/2011 13:53:29","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",0,"Киев",4000,"DEV"
"73",NA,29,"m","Senior Software Engineer","Высшее","C#/.NET","Нету",NA,"","6","4",3000,"d",0,"d","до 200 человек","Киев","средний","13/12/2011 13:53:34","Opera/9.80 (Windows NT 6.1; U; en) Presto/2.10.229 Version/11.60",6,"Киев",3000,"DEV"
"74",NA,24,"m","Senior Software Engineer","Высшее","Python","Нету",NA,"","2.5","1",2000,"d",0,"d","до 10 человек","Киев","выше среднего","13/12/2011 13:53:44","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",2.5,"Киев",2000,"DEV"
"75",NA,22,"m","Junior Software Engineer","Незаконченное высшее","Ruby/Rails","Нету",NA,"","меньше 3 месяцев","меньше 3 месяцев",500,"d",200,"d","до 50 человек","Харьков","выше среднего","13/12/2011 13:54:09","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",0,"Харьков",500,"DEV"
"76",NA,28,"m","Software Engineer","Высшее","Ruby/Rails","Нету",NA,"","1.5","0.5",1400,"d",0,"d","до 100 человек","Львов","выше среднего","13/12/2011 13:54:17","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",1.5,"Львов",1400,"DEV"
"77",NA,31,"m","Senior Software Engineer","Высшее","Perl","Нету",NA,"","9","4",4500,"d",0,"d","до 100 человек","Киев","продвинутый","13/12/2011 13:54:31","Mozilla/5.0 (Ubuntu; X11; Linux i686; rv:8.0) Gecko/20100101 Firefox/8.0",9,"Киев",4500,"DEV"
"78",NA,21,"m","Senior Software Engineer","Среднее","Perl","Нету",NA,"","4","0.5",1500,"d",0,"d","до 10 человек","Киев","продвинутый","13/12/2011 13:54:33","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:8.0.1) Gecko/20100101 Firefox/8.0.1",4,"Киев",1500,"DEV"
"80",NA,28,"m","Technical Lead","Высшее","Java","Нету",NA,"","8","1.25",3600,"d",0,"d","до 200 человек","Киев","продвинутый","13/12/2011 13:55:01","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0.1) Gecko/20100101 Firefox/8.0.1",8,"Киев",3600,"SDEV"
"81",NA,23,"m","Senior Software Engineer","Высшее","JavaScript","Нету",NA,"","4.5","0.25",2000,"d",0,"d","до 200 человек","Днепр.","средний","13/12/2011 13:55:23","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",4.5,"Днепр.",2000,"DEV"
"82",NA,28,"m","Senior Software Engineer","Высшее","Java","Нету",NA,"","5","0.5",3000,"d",0,"d","до 200 человек","Киев","выше среднего","13/12/2011 13:55:25","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",5,"Киев",3000,"DEV"
